name,description,categories,Website,category,address,email,phone,zipcode,city,country
Boss Energy,"Ben je op zoek naar lekkere en krachtige voedingssupplementen die jou energy geven? Dan zijn de supplementen van Boss Energy iets voor jou. Probeer vandaag nog de kwalitatief hoogwaardige pre-workouts, fatburners, focus energy en vitamines van Boss Energy. Vandaag voor 23:00 uur besteld is morgen in huis. ",Vitamine- en supplementenwinkel,http://www.bossenergy.nl,Winkelen en mode,address,info@bossenergy.nl,,2809RD,Gouda,Nederland
NutrID | Personalised Sport Nutrition,"<strong>NutrID</strong> produceert innovatieve sportvoedingsproducten op maat! Bepaal zelf online de samenstelling van je producten en na bestelling worden ze door ons naar jou wensen geproduceerd. Gratis persoonlijk advies over welk type sportvoeding voor jouw sport (wielrennen, triathlon, hardlopen, krachtsport). Keuze uit alle type eiwitten (dierlijk of plantaardig), bepaal zelf type verpakkingsmateriaal, bepaal zelf wel / geen maatschep), kortom écht maatwerk! <strong>NutrID - Personalised Sport Nutrition</strong>",Sportvoedingswinkel,https://www.nutrid.com,Winkelen en mode,address,info@nutrid.com,,1742NE,Schagen,Nederland
Kou Sportswear,"Kou Sportswear is een exclusief label met trendy wintersportkleding van nú, gespecialiseerd in bovenkleding en accessoires voor dames. Kou Sportswear, met haar strakke contouren, herkenbare designs en een eigentijdse stijl heeft bovendien een eerlijke prijs.",Wintersportwinkel,http://kou-sportswear.com,Winkelen en mode,address,info@kou-sportswear.com,,5087BB,Diessen,Nederland
Kaddey,The Kaddey team introduces functional and stylish golf essentials. Unique products that are designed and produced to the highest standards. The idea is to support you with one of a kind products that simply make your day.,Golfwinkel,http://kaddey.com,Winkelen en mode,address,hi@kaddey.com,+31 085 808 69 23,1115AD,Duivendrecht,Nederland
Social Deal ,"Dagelijks bieden we jou de béste deals in je eigen stad.

Wij staan garant voor aantrekkelijke deals op het gebied van Restaurants, Wellness, Beauty, Sport en Activiteiten.

Iedere deal wordt door één van onze bedreven collega's kritisch bekeken en ervaren, zo weten wij de kwaliteit van onze partners voor je te garanderen.

Mocht je ondanks onze inspanningen nog verbeterpunten zien voor onze dienstverlening neem dan contact op met onze klantenservice.",Winkelen en mode,http://www.socialdeal.nl,Winkelen en mode,address,info@socialdeal.nl,+31(0)88 205 05 05,5223 MD,'S Hertogenbosch,Nederland
G2 Mountainbike,Huur makkelijk en snel een mountainbike en geniet van de Veluwe!,Avontuurlijke sporten,http://g2-mountainbike.nl,Winkelen en mode,address,info@g2-mountainbike.nl,0341 460812,3853 PS,Ermelo,Nederland
Mazage,"Wij doen er alles aan om de beste service voor onze klanten te bieden! 
Onze producten bieden ontspanning en helpen tegen spierpijn.",Sportartikelenwinkel,http://mazage.nl,Winkelen en mode,address,info@mazage.nl,+31636024218,,Maassluis,Nederland
Special Football Shirts,"The place to buy classic, retro, vintage, old, new, ugly and beautiful football shirts. Worldwide shipping and new items added every day. For the love of football shirts!",Voetbalwinkel,http://www.specialfootballshirts.com,Winkelen en mode,address,info@specialfootballshirts.com,,2011XW,Haarlem,Nederland
Wijdeman Schoenen,"<p>Online shoppen geeft u de gelegenheid om op uw gemak vanuit een luie stoel de collectie te bekijken en veilig te bestellen. Wilt u eerst passen in onze winkels? <a title=""Plan een pasafspraak bij Wijdeman Schoenen"" href=""https://www.wijdeman.nl/?afspraak=1"" target=""_blank"">Plan een afspraak</a> en kom passen in de winkel.</p>
<p>Gratis verzenden boven de 50 euro. Betaalgemak met creditcards, iDeal en PayPal. Vandaag besteld, morgen in huis!</p>
<h2>Onze collectie</h2>
<p>U vindt bij Wijdeman Schoenen een grote collectie <a href=""https://www.wijdeman.nl/dames/schoenen"" title=""Dames modeschoenen online shoppen bij Wijdeman Schoenen"" target=""_blank"">dames modeschoenen</a>, <a href=""https://www.wijdeman.nl/dames/comfortschoenen"" title=""Dames comfortschoenen online shoppen bij Wijdeman Schoenen"" target=""_blank"">dames comfortschoenen</a>, <a href=""https://www.wijdeman.nl/heren/schoenen"" title=""Heren modeschoenen online shoppen bij Wijdeman Schoenen"" target=""_blank"">heren modeschoenen</a> en <a href=""https://www.wijdeman.nl/heren/comfortschoenen"" title=""Heren comfortschoenen online shoppen bij Wijdeman Schoenen"" target=""_blank"">heren comfortschoenen</a> die zich onderscheiden door kwaliteit en comfort. Voor de heren hebben wij bijvoorbeeld <a href=""https://www.wijdeman.nl/heren/schoenen/floris-van-bommel"" title=""Floris van Bommel herenschoenen"" target=""_blank"">Floris van Bommel</a> en <a href=""https://www.wijdeman.nl/heren/schoenen/magnanni"" title=""Magnanni herenschoenen"" target=""_blank"">Magnanni</a> in de collectie, voor de dames onder andere <a href=""https://www.wijdeman.nl/dames/schoenen/gabor"" title=""Gabor damesschoenen"" target=""_blank"">Gabor</a> en <a href=""https://www.wijdeman.nl/dames/schoenen/paul-green"" title=""Paul Green damesschoenen"" target=""_blank"">Paul Green</a>. Ook in damescomfortschoenen hebben wij een zeer gevarieerd assortiment met topmerken, zoals <a href=""https://www.wijdeman.nl/dames/comfortschoenen/durea"" title=""Durea comfortschoenen voor dames"" target=""_blank"">Durea</a>, <a href=""https://www.wijdeman.nl/dames/comfortschoenen/hartjes"" title=""Hartje comfortschoenen voor dames"" target=""_blank"">Hartje</a> en <a href=""https://www.wijdeman.nl/dames/comfortschoenen/xsensible"" title=""Xsensible comfortschoenen voor dames"" target=""_blank"">Xsensible</a>. Bovendien hebben wij een ruime sortering in maten: voor de heren van maat 38 t/m 48 en voor de damesschoenen en damescomfortschoenen van maat 34 t/m 43. Ook heeft u bij ons een ruime keus in wijdtematen en leesten.</p>
<h2>6 generaties service en kwaliteit</h2>
<p>Al zes generaties lang streeft Wijdeman Schoenen naar de beste service. Wij zijn gespecialiseerd in leesten, wijdtes en maten en wij staan garant voor goed passend en kwalitatief hoogwaardig schoeisel.</p>",Schoenenwinkel,http://www.wijdeman.nl,Winkelen en mode,address,vragen@wijdeman.nl,072 511 7493,1811 JR,Alkmaar,Nederland
Mystery United,"Mystery United is dé leverancier op het gebied van Mystery Voetbalboxen! Wij leveren onze supporters een unieke voetbalervaring. Een box is altijd gevuld met een origineel en officieel wedstrijdshirt van een profclub ergens op de wereld, inclusief informatie. Clubs uit Mexico, Italië, Engeland, Japan, Argentinië, Duitsland, Spanje of bijvoorbeeld Polen, alles is mogelijk! Wat zit er in jouw Mystery Box?

www.mysteryunited.nl",Voetbalwinkel,http://mysteryunited.nl,Winkelen en mode,address,info@mysteryunited.nl,,,,Nederland
Curvedangels,Grote dames mode voor kleine prijzen. Met ruim 30 000 Facebook likes de shop voor uw kleding.,Damesmodewinkel,http://www.curvedangels.nl,Winkelen en mode,address,info@curvedangels.nl,,2741RZ,Waddinxveen,Nederland
Channel Sailing,Vertrouwd ? & veilig ? een zeiljacht huren in Cadzand met 5?? garantie! U huurt een prachtig zeiljacht voor optimaal zeilplezier op de Noordzee. Steeds vrijblijvende offerte.,Walvisspotten organisatie,https://channelsailing.be,Winkelen en mode,address,piet@channelsailing.be,+32 477 633 733,4506 KZ,Cadzand,Nederland
"ilovespeelgoed.nl, de online speelgoedwinkel voor bijzonder speelgoed.",ilovespeelgoed.nl houdt van kwaliteit en bijzondere designs. Echte blikvangers dus! Ons speelgoed is altijd een feest om te geven en helemaal om te krijgen. ,Speelgoedwinkel,http://www.ilovespeelgoed.nl,Winkelen en mode,address,info@ilovespeelgoed.nl,+ 31 (0) 30 30 30 052,3433PH,Nieuwegein,Verenigde Staten
Gorilla Wear,"<div><img src=""https://content17.logic4server.nl/clientdata/gorillawear/images/Classic-t-shirt-social1_15632513221255.jpg"" alt=""Gorilla Wear"" width=""100%""></div>
<br />
<p>Gorilla Wear is a legendary bodybuilding, fitness, and fighting brand. We have been ‘For The Motivated’ since 1982.  With decades of experience and a team of world-class athletes, we commit ourselves each and every day to people like you!<br /><br />Our goal is to motivate sportspeople through high-quality gym wear and fight gear.  With customers in 150 countries and more than 65 established distributors, we are actively spreading our apparel and accessories globally. <br /><br />We always listen to feedback from customers and followers to provide you with the best service and products possible. We would love to know your experiences with Gorilla Wear and our products.</p>",Activewear winkel,http://www.gorillawear.com,Winkelen en mode,address,info@gorillawear.com,+31 743492741,7533 LZ, Hengelo,Nederland
gorillagrip.nl,"GorillaGrip is een echt Hollands fabricaat. Gemaakt in eigen beheer en volgens de hoogste kwaliteitseisen. De productie voldoet aan de ‘offshore-norm’. Dat wil zeggen, er wordt op dezelfde manier geproduceerd als voor de offshore. Een garantie voor robuuste, hoogwaardige installaties met een lange levensduur. GorillaGrip staat voor eerlijk en betrouwbaar. Typical Dutch.

",Sportartikelenwinkel,https://gorillagrip.nl,Winkelen en mode,address,info@gorillagrip.nl,+31(0)6-54244683,7921 JJ,Zuidwolde,Nederland
RSGolfshop,"RSGolfshop, A-merken voor een scherpe prijs!",Golfclub,http://www.rsgolfshop.nl,Winkelen en mode,address,info@rsgolf.nl,0624843339,3045 PM,Rotterdam,Nederland
Van Bellen,"Welkom bij Van Bellen Wind & Snow. 

Van Bellen Wind en Snow is dé watersport en wintersport specialist. In onze speciaalzaak is gericht op goed advies en service. In onze winkel in Brabant Willemstad en op onze webshop verkopen we een ruim assortiment aan A-merken voor de watersport en wintersport. 

We zijn in de zomer gespecialiseerd in:

Kitesurfshop: Alles wat je nodig heb voor je kite uitrusting. We verkopen kites, trapezes, kitesurfbarren, kitesurfboards en nog veel meer.

Windsurfshop: Al meer dan 40 jaar verkopen we windsurfboards. Zo is Van bellen ooit ook begonnen. We verkopen complete windsurf uitrustingen windsurfboards, masten, gieken, trapezes, windsurfzeilen en meer. 

Sup winkel: Sinds een aantal jaar is het suppen in Nederland ontploft. We verkopen sup's voor beginners en gevorderde. Ook verkopen we complete sup sets. 

Foilen: de laatste watersport trend. Zonder wind toch elke watersport kunnen beoefenen? Dan moet je een foil hebben. We verkopen windsurf foils, kitesurf foils en wing foils. Ook verkopen we verschillende wings. 

In de winter zijn we gespecialiseerd in volgende producten:

Wintersport winkel: We hebben alle wintersport kleding die je maar kunt bedenken van top merken. Bijvoorbeeld Peak Performance en Goldbergh, Brunotti, Volcom, 686 en nog veel meer. 

Snowboardwinkel: Ook zijn we gespecialiseerd in snowboarden. We hebben erg breed assortiment in snowboards en snowboardbindingen. Ook hebben we vele snowboardschoenen. Merken die bijvoorbeeld verkopen zijn: Amplid, Burton, Jones, Union, Bataleon en nog veel meer.

Skiwinkel: Natuurlijk hebben we in de winter ook ontzettend veel ski's en skischoenen. Ook hierin verkopen we alleen de topmerken. Voorbeelden hiervan zijn: Atomic, Salamon, Stöckli, Tecnica, Elan en nog veel meer. 

Kortom, we zijn uitgegroeid tot een specialist in het verkopen van windsurfen, kitesurfen, skiën, snowboarden én mode. Wilt u advies met betrekking tot een van onze specialismes? Kom gerust langs in de shop voor informatie en een lekker bakkie koffie.  ",Wintersportwinkel,http://www.vanbellen.nl,Winkelen en mode,address,info@vanbellen.nl,0168473220,4797SP,Willemstad,Verenigde Staten
PadelShop.com,"Shop padel rackets online at PadelShop.com with fast international delivery of top brands like Bullpadel, Starvie and more!",Tenniswinkel,http://padelshop.com,Winkelen en mode,address,,,2288 ET,Rijswijk,Nederland
MudSweatTrails Store,"Wij zijn dé Trailrunning speciaalzaak van Nederland en België
met het grootste assortiment Trailschoenen, kleding, racevesten en GPS horloges.",Winkelen en mode,http://mudsweattrailsstore.com,Winkelen en mode,address,info@mudsweattrailsstore.com,0031 79 800 9626,2718RV,Zoetermeer,Nederland
Scarabee | Trailrunshop.com,,Hardloopwinkel,http://www.trailrunshop.com,Winkelen en mode,address,info@scarabee-sports.nl,+31 40 207 0032,5554 CX,Valkenswaard,Nederland
Snowcountry,"Specialist in freeride ski, ski-touring, snowboarding, splitboarding and outdoor equipment.

Looking for more reviews? http://www.kiyoh.nl/snowcountry/",Wintersportwinkel,https://snowcountry.eu,Winkelen en mode,address,helpdesk@snowcountry.eu,+31 85 7500 162,3836PC,Stoutenburg-noord,Nederland
ikwilvanmijnmotoraf ®,"Ikwilvanmijnmotoraf is dé site om zonder gedoe je motor te verkopen. Géén vreemden aan je deur, proefritjes of mensen die afhaken. Via ikwilvanmijnmotoraf bereik je uitsluitend gecontroleerde motordealers die kunnen bieden op je motor. Een bod ontvangen is gratis en vrijblijvend. ",Motorvoertuighandelaar,https://www.ikwilvanmijnmotoraf.nl,Voertuigen en transport,address,klantenservice@ikwilvanmijnmotoraf.nl,053 - 7600030,7545 PS,Enschede,Nederland
Brandpreventiewinkel,"Brandpreventiewinkel is de online specialist in kwalitatieve brandpreventieproducten. Wij leveren sinds 2012 producten van diverse gerenommeerde merken in Nederland en België. Bij ons vind je een een zeer uitgebreid aanbod van rookmelders, koolmonoxidemelders, brandblussers, blusdekens, gasmelders, vluchtladders, diverse samengestelde brandpreventieboxen en accessoires.
<br>
<strong>Vóór 23.45 besteld, morgen in huis en gratis retourneren!.</strong> 
<br><br>
Brandpreventiewinkel.nl verkoopt:
<br><br>
1.	Rookmelders<br>
2.	Koolmonoxidemelders<br>
3.	Brandblussers<br>
4.	Hittemelders<br>
5.	Vluchtladders<br>
6.	Preventieboxen<br>
7.	Blusdekens<br>
<br>
Brandpreventiewinkel is lid van Thuiswinkel Waarborg.",Brandbeveiligingsdienst,http://www.brandpreventiewinkel.nl,Thuisdiensten,address,service@brandpreventiewinkel.nl,0850 - 645 945,5215HR,'s-Hertogenbosch,Nederland
Housecleaners.nl,"Our cleaning company is the right choice for all your cleaning and specialist cleaning. We have the experience, professional skills and well-trained staff too.

We are specialized cleaning private homes, expat homes, move-in, move-out, renovation and deep cleaning we make sure everything looks neat and clean again. We really clean very well!",Schoonmakers,https://www.housecleaners.nl,Thuisdiensten,address,info@housecleaners.nl,0685851218,1411 TT,Naarden,Nederland
Let's Move Verhuizingen,"Elke verhuizing stemmen wij zorgvuldig af met onze klanten. Een goede voorbereiding is het halve werk en betekent bovendien dat u niet voor verrassingen komt te staan. Daarom werken we niet alleen met persoonlijke aandacht voor uw eigendommen, maar vooral ook voor uw wensen.

Binnen Let's Move hebben wij service hoog in het vaandel staan. Vandaar dat wij enorm benieuwd zijn naar uw mening over onze diensten. 
Zonder uw mening kunnen wij onze dienstverlening niet naar een nog hoger niveau tillen. ",Verhuizing en opslag,http://letsmoveverhuizingen.nl,Thuisdiensten,address,info@letsmoveverhuizingen.nl,0850600018,2991XR,Barendrecht,Nederland
Wash and Care,"Auto reiniging op locatie voor personenauto's, motoren, bussen, vrachtwagen, boten, etc..",Autoschoonmaakdienst,http://www.washandcare.nl,Thuisdiensten,address,info@washandcare.nl,0851300716,1382JV,Weesp,Nederland
VLOERLOODS.nl,"? Meer dan 3500 vloeren online en in de grootste vloeren-showroom van Nederland. Met maar liefst 3.200m2 showroom oppervlak mogen we officieel zeggen dat wij echt dé grootste zijn. 

?? Misschien heb je al eerder van ons gehoord of heb je ons eerder gezien. We zijn namelijk wekelijks te zien op TV bij RTL4 bij diverse woonprogramma's waaronder Eigen Huis en Tuin en Help Mijn Man is Klusser. 

?? Je vindt bij ons de volgende vloeren: 
- Collectie laminaat vloeren vanaf € 6,49 p/m2 
- Collectie klik pvc vloeren vanaf € 17,95 p/m2 
- Collectie lijm pvc vloeren vanaf € 11,95 p/m2 
- Collectie houten vloeren vanaf € 36,95 p/m2 

?? Bestel je online en is jouw bestelling boven de €200? Dan zijn de verzendkosten helemaal GRATIS! 

#Eenmooievloermaaktjeblij ??""",Vloerenwinkel,http://vloerloods.nl,Thuisdiensten,address,info@vloerloods.nl,038-3033392,8263 AH,Kampen,Nederland
Douche Concurrent,"Onze missie is het voeden van de ziel met rust, ontspanning en inspiratie, door onze hoogwaardige badkamers voor ieders budget. Dit bereiken wij door een mooi en betaalbaar assortiment aan te bieden dat volledig aansluit op uw wensen. Zo is uw ultieme badkamer binnen handbereik en dat zorgt voor een goed gevoel in de meest persoonlijke ruimte van het huis.",Badkamerinstallateur,https://www.douche-concurrent.nl,Thuisdiensten,address,aftersales@douche-concurrent.nl,010-2309934 (optie 3),3208LE,Spijkenisse,Nederland
Riool Reinigings Service RRS,"Riool Reinigings Service RRS is uw specialist voor het ontstoppen, reinigen, inspecteren en lokaliseren van riolering, afvoer, leidingen, vetafscheiders en septic tanks. Problemen met een verstopte afvoer of toilet? Heeft u last van stank- of wateroverlast? Onze monteurs lossen het op. Riool verstopt? Geen stress. Bel RRS!",Rioleringsdienst,https://www.rrs.nl,Thuisdiensten,address,info@rrs.nl,088 030 13 13,2495 AX,Den Haag,Nederland
Upstairs,"Upstairs werkt met het specifieke trede-over-trede systeem waarbij we op maat gemaakte overzettreden op uw bestaande trap plaatsen. Zo vermijden we overlast en extra kosten en kunnen we u bovenal ook de hoogste kwaliteit en meest uitgebreide keuze aan materialen aanbieden. Meer weten over hoe de prijs van een traprenovatie is opgebouwd? Klik dan op de link bovenaan de pagina. 
De ervaring heeft ons geleerd dat er bij een Upstairs Traprenovatie belangrijke keuzes moeten worden gemaakt, net zoals bij een keuken of een badkamer. Deze keuzes worden normaliter samen met uw partner gemaakt, daarom vragen wij of u beiden bij het gesprek aanwezig kunt zijn. 94,2% van onze klanten bevestigt dat dit inderdaad prettig is. ",Woonkamermeubilairwinkel,https://www.upstairs.com/nl-NL/prijs-traprenovatie/,Thuisdiensten,address,info@upstairs.com,0900-8727736,6004 RM,Weert,Nederland
LaminaatenParket.nl,"Bij Laminaat en Parket staan we voor kwaliteit, een snelle service en een breed aanbod. Omdat we groot inkopen, profiteert u van laagste prijs op de markt.",Vloerenwinkel,http://laminaatenparket.nl,Thuisdiensten,address,marketing@laminaatenparket.nl,070 - 347 357 7,2516 BS,Den Haag,Nederland
Topvloeren,,Vloerenlegger,http://www.topvloeren.com,Thuisdiensten,address,,,,,Nederland
GaragePark,Multifunctionele garageboxen voor bedrijfs- of opslagruimte ? Toplocaties in Nederland ? Zowel koop als huur ? Bekijk de site voor meer info!,Opslagbedrijf,http://garagepark.nl,Thuisdiensten,address,marketing@garagepark.nl,085 20 83 162,1261 WZ,Blaricum,Nederland
www.lab21.nl,"Welkom bij LAB21: De grootste vloerenwinkel van Nederland!
Met meer dan 2000 vloeren vind je de vloer die bij je past.
Kies uit meer dan 35 topmerken en de beste service. 
Bij LAB21 ontdek je PVC, Laminaat en Houten vloeren.",Vloerenlegger,http://www.lab21.nl,Thuisdiensten,address,info@lab21.nl,033-4941936,,,Nederland
Camson,"Camson is gevestigd in Rotterdam en heeft een webshop in beveiligingscamera's, met lage prijzen en goede klantenservice. Naast onze webshop hechten wij veel waarde aan bewaking, veiligheid en betrouwbaarheid. Daarom testen wij wat er echt nodig is om jouw woonhuis, bedrijf of omgeving optimaal te beveiligen. Ook zijn wij er van overtuigd dat een goede klantenservice voldoet tot dat de klant tevreden is. ",Beveiligingsservice,http://camson.nl,Thuisdiensten,address,info@camson.nl,,,Rotterdam,Nederland
BMD Transportservice B.V.,,Transportbedrijf,http://bmd-transport.nl,Thuisdiensten,address,project@bmd-transport.nl,0880027100,4004LN,TIEL,Nederland
BouwOnline.com,"BouwOnline.com biedt het grootste en meest gevarieerde productaanbod online op het gebied van bouwmaterialen, hout- en plaatmaterialen en afvalcontainers. Zowel de bouwprofessional als de particulier wordt bediend met uitsluitend A-kwaliteit bouwmateriaal. Naast een gevarieerd assortiment, kunt u bij BouwOnline.com terecht voor bouw- en verwerkingsadviezen. Uniek is de beschikking over een geavanceerde zaagafdeling waar plaatmaterialen en werkbladen worden bewerkt; volledig op maat voor de klant. Alle genoemde prijzen online zijn inclusief BTW.

BouwOnline.com is gelieerd aan de grootste bouwimporteurs. Ruim 90% van het productaanbod wordt uit voorraad (1 werkdag levertijd) geleverd. Met ruim 50 afhaallocaties bestaat er een goede landelijke dekking en is er altijd een vestiging bij u in de buurt.",Aannemersbedrijf,https://www.bouwonline.com,Thuisdiensten,address,info@bouwonline.com,+31 36 848 2760,3891KD,Zeewolde,Nederland
Cvonderdelenhartog,goede  gebruikte en nieuwe  cvonderdelen,Loodgieterwinkel,http://www.cvonderdelenhartog.nl,Thuisdiensten,address,info@cvonderdelenhartog.nl,0643111692,9672AE,Winschoten,Nederland
Painting Expert,,Hobbywinkel,http://paintingexpert.nl,Thuisdiensten,address,info@paintingexpert.nl,,,,Nederland
Topdekzeilen,"Topdekzeilen was founded back in 2003 by sailors who wanted better covers for their precious one-design Olympic dinghy.

Over the years we gained momentum and we were able to set-up our dealer network within the Netherlands, Belgium and Germany, to expand across the EU.

Ultimately this led to Topdekzeilen being the current EU-market leader in one-design boatcover business with delivering a whopping 90+ different one-design classes from stock and that number is still increasing!",Thuisdiensten,https://www.topdekzeilen.nl,Thuisdiensten,address,info@topdekzeilen.nl,+31 (0)85 0600 839,,,Nederland
SKK Kozijnwacht B.V.,"<img src=""https://skk.nl/trustpilot/skk-gebouwenbeheerders.png"" style=""width: 100%; display: block;""><br>
<span style=""font-family: Arial,sans-serif;"">
  SKK Kozijnwacht helpt bij reparatie, onderhoud en (energetische) verbetering van <strong>bestaande kozijnen</strong>.<br>
  Onze monteurs hebben verstand van kozijntechniek, profielsystemen en geïntegreerd hang- en sluitwerk.<br><br>
  Speerpunten van onze dienstverlening:<br>
  <ul style=""list-style: none; padding: 0; maring: 0"">
    <li>? Verlenging levensduur van kozijnen</li>
    <li>? Wooncomfort en bedieningsgemak</li>
    <li>? Balans tussen isolatie en ventilatie</li>
    <li>? Optimale werking van beveiliging</li>
  </ul>
  Met een team van ruim 100 monteurs werkt SKK Kozijnwacht in heel Nederland voor corporaties, gebouwenbeheerders, onderhoudsaannemers en particuliere woningbezitters. <br>
  <a href=""https://skk.nl/kozijnreparatie/melden/"" style=""margin: 10px 0; padding: 10px; text-align: center; color: #fff; background: #2189ca; display: block; text-decoration: none"">Meld een reparatieverzoek</a>
  <img src=""https://skk.nl/trustpilot/skk-corporaties.png"" style=""width: 100%; display: block;"">
  <a href=""https://skk.nl/"" style=""margin: 10px 0; padding: 10px; text-align: center; color: #fff; background: #2189ca; display: block; text-decoration: none"">Meer over SKK Kozijnwacht</a>
</span>",Reparatiebedrijf,https://skk.nl,Thuisdiensten,address,Verkoop@skk.nl,085 303 8432,9407 TC,Assen,Nederland
WoonVeilig,"WoonVeilig is een eenvoudig én slim alarmsysteem dat 24 uur per dag en 7 dagen per week je huis en gezin draadloos beveiligt tegen inbraak-, brand- en waterschade.",Beveiligingsmaterialenwinkel,https://www.woonveilig.nl,Thuisdiensten,address,klantenservice@woonveilig.nl,088-383 88 38,4201 HL,Gorinchem,Nederland
123opzeggen.nl,"123opzeggen is een verzendservice die je helpt bij het opzeggen van ongewenste abonnementen. Kies ervoor om op te zeggen via 123opzeggen en omzeil lastige telefoongesprekken en opdringerige verkopers. Vul je gegevens in, kies voor de verzendservice en laat ons de rest voor je regelen. Dankzij onze 100% opzeggarantie ben je verzekerd van een zorgeloze opzegging.",Thuisdiensten,https://www.123opzeggen.nl,Thuisdiensten,address,support@123opzeggen.nl,,,,Nederland
123ventilatie,"123Ventilatie.nl is dé webshop voor al uw:
-Mechanische Ventilatie benodigdheden
-Installatie & Onderhoud
-Vragen & Advies",Bouwbedrijf,http://www.123ventilatie.nl,Thuisdiensten,address,info@123ventilatie.nl,+31(0)347-326763,4131 PD,Vianen,Nederland
PimXL,"Op PimXL vindt u een compleet assortiment voor de doe-het-zelver. U vindt hier gereedschap, verlichting, huishoudelijke artikelen, tuinmeubelen, werkkleding, sneeuwkettingen, opbergsystemen, gereedschapskoffers, klimaatbeheersing, sloten & beveiliging, sensorlampen en nog veel meer.",Gereedschapwinkel,https://www.pimxl.nl/,Thuisdiensten,address,info@pimxl.nl,0499-462828,5688 HP,Oirschot,Nederland
ALLSAFE Mini Opslag,"Of u nu gaat samenwonen, kleiner gaat wonen, de inventaris wilt opslaan of ergens tijdelijk een inboedel wilt stallen; soms is er een moment in het leven dat u behoefte hebt aan meer ruimte. ALLSAFE biedt dan zowel particulier als zakelijk uitkomst én deze ruimte.",Opslagbedrijf,http://www.allsafe.nl,Thuisdiensten,address,webcare@allsafe.nl,0294704400,1381 DA,Weesp,Nederland
WitWay,,Loodgieter,http://www.witway.nl,Thuisdiensten,address,info@witway.nl,0850 020 030,,,
Hudson Reed NL,"Hudson Reed – exclusief online – dé sanitair, verwarming & badkamerverlichting specialist. 

Ontdek ons enorme scala aan producten, waaronder alle soorten kranen, douches, baden, wastafels, badkamermeubelen en badkamerverlichting. Tevens bieden wij een uitmuntende collectie designradiatoren en handdoekverwarming met alle essentiële accessoires aan. Hudson Reed is een internationaal bedrijf dat al sinds 2005 actief is op de Nederlandse markt. Wij hechten hoge waarde aan de meningen en ervaringen van onze klanten en ons streven is om uw winkelervaring onvergetelijk te maken. Wij bieden onze premium collecties aan voor concurrerende prijzen, lange garanties en snelle efficiënte levering.",Badkamerinstallateur,https://nl.hudsonreed.com,Thuisdiensten,address,infonl@hudsonreed.com,0031 10 713 1828,,,Nederland
Laminaat-plaza.nl,"U vindt bij Laminaat-plaza goedkoop laminaat van Europese topmerken. We bezorgen door heel Nederland binnen 24 uur. Daarnaast bieden we een legservice aan, zodat u verzekerd bent van een professioneel en prachtig aangelegde vloer die volledig tot zijn recht komt. 

Bezoek onze ruime showroom in Almere om ons grote assortiment met laminaat en PVC vloeren te bekijken.",Hout/parket/laminaat leverancier,https://www.laminaat-plaza.nl,Thuisdiensten,address,info@laminaat-plaza.nl,036-5247579,1316 AB,Almere,Nederland
A.J.M. van Houdt B.V.,AJM van Houdt is specialist op het gebied van parketvloer schuren en het onderhoud van uw vloeren.,Houten vloereninstallateur,https://www2.ajmvanhoudt.nl/l/916271/2021-03-24/w96,Thuisdiensten,address,info@ajmvanhoudt.nl,085 30 33 478,2581 SK,Den Haag,Nederland
Saniweb,"Saniweb biedt het grootste online assortiment badkamerproducten van Nederland en België, inclusief alle A-merken zoals Grohe, Villeroy & Boch, Ben en Geberit. Bij Saniweb profiteer je van de scherpste prijzen, kun je zelf je bezorgmoment kiezen en ontvang je minimaal 3 jaar garantie op het gehele assortiment. Bovendien heeft Saniweb een mega groot magazijn met veel voorraad artikelen zodat je bent verzekerd van een snelle levering. ",Badkamerinstallateur,https://www.saniweb.nl,Thuisdiensten,address,info@saniweb.nl,0416 - 675 462,5145 RH,Waalwijk,Nederland
Sanitairwinkel.nl,Dé winkel voor deskundig advies en aantrekkelijke prijzen. Vertrouwd en veilig shoppen doe je bij Sanitairwinkel.,Badkamerinstallateur,https://www.sanitairwinkel.nl,Thuisdiensten,address,info@sanitairwinkel.nl,0735220688,5248 NL,Rosmalen,Nederland
Mrcarpet,MrCarpet de vloerkledenspecialist met zeer scherpe prijzen,Thuisdiensten,http://mrcarpet.nl,Thuisdiensten,address,info@mrcarpet.nl,,9502 PR,Stadskanaal,Nederland
Insect Free,"Mosquitoes, ticks, fleas, wasps, bees, and spiders (which are really arachnids) . . . the biters and stingers that come alive when the temperatures rise are almost enough to make you shun summer and stay indoors. Don’t despair. You can take action to ensure that creepy crawlers and frightening flyers don’t ruin your fun.
Insecten bestrijden
Zilvervisjes bestrijden
Vliegen bestrijden
Wespen bestrijden
Mieren bestrijden
Muggen bestrijden",Ongediertebestrijding,https://www.insect-free.eu,Thuisdiensten,address,info@insect-free.eu,+31(0)853031140,B18 6EW UK,Birmingham /  ,Verenigd Koninkrijk
Jan van Sundert,Badkamer en keuken van topkwaliteit? 5500 m2 showroom met meer dan 300 keuken en badkameropstellingen! Jan van Sundert dé specialist! ,Badkamerinstallateur,http://www.janvansundert.nl,Thuisdiensten,address,marketing@janvansundert.nl,076-5048800,4879 ND,Etten-Leur,Nederland
